Province,Date,total_vaccines_distributed,total_boosters_1,total_vaccinated,total_vaccinations
BC,2020-01-25,0,0,0,0
BC,2020-01-26,0,0,0,0
BC,2020-01-27,0,0,0,0
BC,2020-01-28,0,0,0,0
BC,2020-01-29,0,0,0,0
BC,2020-01-30,0,0,0,0
BC,2020-01-31,0,0,0,0
BC,2020-02-01,0,0,0,0
BC,2020-02-02,0,0,0,0
BC,2020-02-03,0,0,0,0
BC,2020-02-04,0,0,0,0
BC,2020-02-05,0,0,0,0
BC,2020-02-06,0,0,0,0
BC,2020-02-07,0,0,0,0
BC,2020-02-08,0,0,0,0
BC,2020-02-09,0,0,0,0
BC,2020-02-10,0,0,0,0
BC,2020-02-11,0,0,0,0
BC,2020-02-12,0,0,0,0
BC,2020-02-13,0,0,0,0
BC,2020-02-14,0,0,0,0
BC,2020-02-15,0,0,0,0
BC,2020-02-16,0,0,0,0
BC,2020-02-17,0,0,0,0
BC,2020-02-18,0,0,0,0
BC,2020-02-19,0,0,0,0
BC,2020-02-20,0,0,0,0
BC,2020-02-21,0,0,0,0
BC,2020-02-22,0,0,0,0
BC,2020-02-23,0,0,0,0
BC,2020-02-24,0,0,0,0
BC,2020-02-25,0,0,0,0
BC,2020-02-26,0,0,0,0
BC,2020-02-27,0,0,0,0
BC,2020-02-28,0,0,0,0
BC,2020-02-29,0,0,0,0
BC,2020-03-01,0,0,0,0
BC,2020-03-02,0,0,0,0
BC,2020-03-03,0,0,0,0
BC,2020-03-04,0,0,0,0
BC,2020-03-05,0,0,0,0
BC,2020-03-06,0,0,0,0
BC,2020-03-07,0,0,0,0
BC,2020-03-08,0,0,0,0
BC,2020-03-09,0,0,0,0
BC,2020-03-10,0,0,0,0
BC,2020-03-11,0,0,0,0
BC,2020-03-12,0,0,0,0
BC,2020-03-13,0,0,0,0
BC,2020-03-14,0,0,0,0
BC,2020-03-15,0,0,0,0
BC,2020-03-16,0,0,0,0
BC,2020-03-17,0,0,0,0
BC,2020-03-18,0,0,0,0
BC,2020-03-19,0,0,0,0
BC,2020-03-20,0,0,0,0
BC,2020-03-21,0,0,0,0
BC,2020-03-22,0,0,0,0
BC,2020-03-23,0,0,0,0
BC,2020-03-24,0,0,0,0
BC,2020-03-25,0,0,0,0
BC,2020-03-26,0,0,0,0
BC,2020-03-27,0,0,0,0
BC,2020-03-28,0,0,0,0
BC,2020-03-29,0,0,0,0
BC,2020-03-30,0,0,0,0
BC,2020-03-31,0,0,0,0
BC,2020-04-01,0,0,0,0
BC,2020-04-02,0,0,0,0
BC,2020-04-03,0,0,0,0
BC,2020-04-04,0,0,0,0
BC,2020-04-05,0,0,0,0
BC,2020-04-06,0,0,0,0
BC,2020-04-07,0,0,0,0
BC,2020-04-08,0,0,0,0
BC,2020-04-09,0,0,0,0
BC,2020-04-10,0,0,0,0
BC,2020-04-11,0,0,0,0
BC,2020-04-12,0,0,0,0
BC,2020-04-13,0,0,0,0
BC,2020-04-14,0,0,0,0
BC,2020-04-15,0,0,0,0
BC,2020-04-16,0,0,0,0
BC,2020-04-17,0,0,0,0
BC,2020-04-18,0,0,0,0
BC,2020-04-19,0,0,0,0
BC,2020-04-20,0,0,0,0
BC,2020-04-21,0,0,0,0
BC,2020-04-22,0,0,0,0
BC,2020-04-23,0,0,0,0
BC,2020-04-24,0,0,0,0
BC,2020-04-25,0,0,0,0
BC,2020-04-26,0,0,0,0
BC,2020-04-27,0,0,0,0
BC,2020-04-28,0,0,0,0
BC,2020-04-29,0,0,0,0
BC,2020-04-30,0,0,0,0
BC,2020-05-01,0,0,0,0
BC,2020-05-02,0,0,0,0
BC,2020-05-03,0,0,0,0
BC,2020-05-04,0,0,0,0
BC,2020-05-05,0,0,0,0
BC,2020-05-06,0,0,0,0
BC,2020-05-07,0,0,0,0
BC,2020-05-08,0,0,0,0
BC,2020-05-09,0,0,0,0
BC,2020-05-10,0,0,0,0
BC,2020-05-11,0,0,0,0
BC,2020-05-12,0,0,0,0
BC,2020-05-13,0,0,0,0
BC,2020-05-14,0,0,0,0
BC,2020-05-15,0,0,0,0
BC,2020-05-16,0,0,0,0
BC,2020-05-17,0,0,0,0
BC,2020-05-18,0,0,0,0
BC,2020-05-19,0,0,0,0
BC,2020-05-20,0,0,0,0
BC,2020-05-21,0,0,0,0
BC,2020-05-22,0,0,0,0
BC,2020-05-23,0,0,0,0
BC,2020-05-24,0,0,0,0
BC,2020-05-25,0,0,0,0
BC,2020-05-26,0,0,0,0
BC,2020-05-27,0,0,0,0
BC,2020-05-28,0,0,0,0
BC,2020-05-29,0,0,0,0
BC,2020-05-30,0,0,0,0
BC,2020-05-31,0,0,0,0
BC,2020-06-01,0,0,0,0
BC,2020-06-02,0,0,0,0
BC,2020-06-03,0,0,0,0
BC,2020-06-04,0,0,0,0
BC,2020-06-05,0,0,0,0
BC,2020-06-06,0,0,0,0
BC,2020-06-07,0,0,0,0
BC,2020-06-08,0,0,0,0
BC,2020-06-09,0,0,0,0
BC,2020-06-10,0,0,0,0
BC,2020-06-11,0,0,0,0
BC,2020-06-12,0,0,0,0
BC,2020-06-13,0,0,0,0
BC,2020-06-14,0,0,0,0
BC,2020-06-15,0,0,0,0
BC,2020-06-16,0,0,0,0
BC,2020-06-17,0,0,0,0
BC,2020-06-18,0,0,0,0
BC,2020-06-19,0,0,0,0
BC,2020-06-20,0,0,0,0
BC,2020-06-21,0,0,0,0
BC,2020-06-22,0,0,0,0
BC,2020-06-23,0,0,0,0
BC,2020-06-24,0,0,0,0
BC,2020-06-25,0,0,0,0
BC,2020-06-26,0,0,0,0
BC,2020-06-27,0,0,0,0
BC,2020-06-28,0,0,0,0
BC,2020-06-29,0,0,0,0
BC,2020-06-30,0,0,0,0
BC,2020-07-01,0,0,0,0
BC,2020-07-02,0,0,0,0
BC,2020-07-03,0,0,0,0
BC,2020-07-04,0,0,0,0
BC,2020-07-05,0,0,0,0
BC,2020-07-06,0,0,0,0
BC,2020-07-07,0,0,0,0
BC,2020-07-08,0,0,0,0
BC,2020-07-09,0,0,0,0
BC,2020-07-10,0,0,0,0
BC,2020-07-11,0,0,0,0
BC,2020-07-12,0,0,0,0
BC,2020-07-13,0,0,0,0
BC,2020-07-14,0,0,0,0
BC,2020-07-15,0,0,0,0
BC,2020-07-16,0,0,0,0
BC,2020-07-17,0,0,0,0
BC,2020-07-18,0,0,0,0
BC,2020-07-19,0,0,0,0
BC,2020-07-20,0,0,0,0
BC,2020-07-21,0,0,0,0
BC,2020-07-22,0,0,0,0
BC,2020-07-23,0,0,0,0
BC,2020-07-24,0,0,0,0
BC,2020-07-25,0,0,0,0
BC,2020-07-26,0,0,0,0
BC,2020-07-27,0,0,0,0
BC,2020-07-28,0,0,0,0
BC,2020-07-29,0,0,0,0
BC,2020-07-30,0,0,0,0
BC,2020-07-31,0,0,0,0
BC,2020-08-01,0,0,0,0
BC,2020-08-02,0,0,0,0
BC,2020-08-03,0,0,0,0
BC,2020-08-04,0,0,0,0
BC,2020-08-05,0,0,0,0
BC,2020-08-06,0,0,0,0
BC,2020-08-07,0,0,0,0
BC,2020-08-08,0,0,0,0
BC,2020-08-09,0,0,0,0
BC,2020-08-10,0,0,0,0
BC,2020-08-11,0,0,0,0
BC,2020-08-12,0,0,0,0
BC,2020-08-13,0,0,0,0
BC,2020-08-14,0,0,0,0
BC,2020-08-15,0,0,0,0
BC,2020-08-16,0,0,0,0
BC,2020-08-17,0,0,0,0
BC,2020-08-18,0,0,0,0
BC,2020-08-19,0,0,0,0
BC,2020-08-20,0,0,0,0
BC,2020-08-21,0,0,0,0
BC,2020-08-22,0,0,0,0
BC,2020-08-23,0,0,0,0
BC,2020-08-24,0,0,0,0
BC,2020-08-25,0,0,0,0
BC,2020-08-26,0,0,0,0
BC,2020-08-27,0,0,0,0
BC,2020-08-28,0,0,0,0
BC,2020-08-29,0,0,0,0
BC,2020-08-30,0,0,0,0
BC,2020-08-31,0,0,0,0
BC,2020-09-01,0,0,0,0
BC,2020-09-02,0,0,0,0
BC,2020-09-03,0,0,0,0
BC,2020-09-04,0,0,0,0
BC,2020-09-05,0,0,0,0
BC,2020-09-06,0,0,0,0
BC,2020-09-07,0,0,0,0
BC,2020-09-08,0,0,0,0
BC,2020-09-09,0,0,0,0
BC,2020-09-10,0,0,0,0
BC,2020-09-11,0,0,0,0
BC,2020-09-12,0,0,0,0
BC,2020-09-13,0,0,0,0
BC,2020-09-14,0,0,0,0
BC,2020-09-15,0,0,0,0
BC,2020-09-16,0,0,0,0
BC,2020-09-17,0,0,0,0
BC,2020-09-18,0,0,0,0
BC,2020-09-19,0,0,0,0
BC,2020-09-20,0,0,0,0
BC,2020-09-21,0,0,0,0
BC,2020-09-22,0,0,0,0
BC,2020-09-23,0,0,0,0
BC,2020-09-24,0,0,0,0
BC,2020-09-25,0,0,0,0
BC,2020-09-26,0,0,0,0
BC,2020-09-27,0,0,0,0
BC,2020-09-28,0,0,0,0
BC,2020-09-29,0,0,0,0
BC,2020-09-30,0,0,0,0
BC,2020-10-01,0,0,0,0
BC,2020-10-02,0,0,0,0
BC,2020-10-03,0,0,0,0
BC,2020-10-04,0,0,0,0
BC,2020-10-05,0,0,0,0
BC,2020-10-06,0,0,0,0
BC,2020-10-07,0,0,0,0
BC,2020-10-08,0,0,0,0
BC,2020-10-09,0,0,0,0
BC,2020-10-10,0,0,0,0
BC,2020-10-11,0,0,0,0
BC,2020-10-12,0,0,0,0
BC,2020-10-13,0,0,0,0
BC,2020-10-14,0,0,0,0
BC,2020-10-15,0,0,0,0
BC,2020-10-16,0,0,0,0
BC,2020-10-17,0,0,0,0
BC,2020-10-18,0,0,0,0
BC,2020-10-19,0,0,0,0
BC,2020-10-20,0,0,0,0
BC,2020-10-21,0,0,0,0
BC,2020-10-22,0,0,0,0
BC,2020-10-23,0,0,0,0
BC,2020-10-24,0,0,0,0
BC,2020-10-25,0,0,0,0
BC,2020-10-26,0,0,0,0
BC,2020-10-27,0,0,0,0
BC,2020-10-28,0,0,0,0
BC,2020-10-29,0,0,0,0
BC,2020-10-30,0,0,0,0
BC,2020-10-31,0,0,0,0
BC,2020-11-01,0,0,0,0
BC,2020-11-02,0,0,0,0
BC,2020-11-03,0,0,0,0
BC,2020-11-04,0,0,0,0
BC,2020-11-05,0,0,0,0
BC,2020-11-06,0,0,0,0
BC,2020-11-07,0,0,0,0
BC,2020-11-08,0,0,0,0
BC,2020-11-09,0,0,0,0
BC,2020-11-10,0,0,0,0
BC,2020-11-11,0,0,0,0
BC,2020-11-12,0,0,0,0
BC,2020-11-13,0,0,0,0
BC,2020-11-14,0,0,0,0
BC,2020-11-15,0,0,0,0
BC,2020-11-16,0,0,0,0
BC,2020-11-17,0,0,0,0
BC,2020-11-18,0,0,0,0
BC,2020-11-19,0,0,0,0
BC,2020-11-20,0,0,0,0
BC,2020-11-21,0,0,0,0
BC,2020-11-22,0,0,0,0
BC,2020-11-23,0,0,0,0
BC,2020-11-24,0,0,0,0
BC,2020-11-25,0,0,0,0
BC,2020-11-26,0,0,0,0
BC,2020-11-27,0,0,0,0
BC,2020-11-28,0,0,0,0
BC,2020-11-29,0,0,0,0
BC,2020-11-30,0,0,0,0
BC,2020-12-01,0,0,0,0
BC,2020-12-02,0,0,0,0
BC,2020-12-03,0,0,0,0
BC,2020-12-04,0,0,0,0
BC,2020-12-05,0,0,0,0
BC,2020-12-06,0,0,0,0
BC,2020-12-07,0,0,0,0
BC,2020-12-08,0,0,0,0
BC,2020-12-09,0,0,0,0
BC,2020-12-10,0,0,0,0
BC,2020-12-11,0,0,0,0
BC,2020-12-12,0,0,0,0
BC,2020-12-13,3900,0,0,0
BC,2020-12-14,3900,0,0,0
BC,2020-12-15,3900,0,0,0
BC,2020-12-16,3900,0,0,409
BC,2020-12-17,3900,0,0,1216
BC,2020-12-18,3900,0,0,2592
BC,2020-12-19,3900,0,0,2592
BC,2020-12-20,3900,0,0,2592
BC,2020-12-21,3900,0,0,3644
BC,2020-12-22,28325,0,0,4108
BC,2020-12-23,28325,0,0,5603
BC,2020-12-24,28325,0,0,8178
BC,2020-12-25,28325,0,0,8178
BC,2020-12-26,28325,0,0,8178
BC,2020-12-27,28325,0,0,8178
BC,2020-12-28,28325,0,0,8178
BC,2020-12-29,29250,0,0,11930
BC,2020-12-30,29250,0,0,14027
BC,2020-12-31,29250,0,0,17510
BC,2021-01-01,54625,0,0,17510
BC,2021-01-02,54625,0,0,17510
BC,2021-01-03,54625,0,0,17510
BC,2021-01-04,54625,0,0,25744
BC,2021-01-05,54625,0,0,28209
BC,2021-01-06,54625,0,0,33665
BC,2021-01-07,54625,0,0,41064
BC,2021-01-08,71200,0,0,46259
BC,2021-01-09,71200,0,0,46259
BC,2021-01-10,71200,0,0,46259
BC,2021-01-11,71200,0,0,59902
BC,2021-01-12,71200,0,0,62294
BC,2021-01-13,71200,0,0,63430
BC,2021-01-14,99475,0,0,69746
BC,2021-01-15,99475,0,0,75914
BC,2021-01-16,99475,0,0,75914
BC,2021-01-17,99475,0,0,75914
BC,2021-01-18,117875,0,0,87346
BC,2021-01-19,133475,0,0,92369
BC,2021-01-20,141200,0,882,98125
BC,2021-01-21,144550,0,1680,104901
BC,2021-01-22,144550,0,2202,110566
BC,2021-01-23,144550,0,2202,110566
BC,2021-01-24,144550,0,2202,110566
BC,2021-01-25,144550,0,3193,119850
BC,2021-01-26,144550,0,4105,122359
BC,2021-01-27,144550,0,4160,124365
BC,2021-01-28,144550,0,4185,127255
BC,2021-01-29,144550,0,4262,129241
BC,2021-01-30,144550,0,4262,129241
BC,2021-01-31,144550,0,4262,129241
BC,2021-02-01,144550,0,4491,138892
BC,2021-02-02,156250,0,5097,140452
BC,2021-02-03,156250,0,6417,142146
BC,2021-02-04,156250,0,8097,145567
BC,2021-02-05,156250,0,10366,149564
BC,2021-02-06,156250,0,10366,149564
BC,2021-02-07,156250,0,10366,149564
BC,2021-02-08,172950,0,12111,154496
BC,2021-02-09,172950,0,12802,155585
BC,2021-02-10,172950,0,14316,157797
BC,2021-02-11,188500,0,15684,159887
BC,2021-02-12,188500,0,17562,162982
BC,2021-02-13,188500,0,17562,162982
BC,2021-02-14,188500,0,17562,162982
BC,2021-02-15,188500,0,17562,162982
BC,2021-02-16,188500,0,22914,171755
BC,2021-02-17,188500,0,26030,176015
BC,2021-02-18,234325,0,29952,180691
BC,2021-02-19,243490,0,36923,192942
BC,2021-02-20,243490,0,36923,192942
BC,2021-02-21,243490,0,36923,192942
BC,2021-02-22,243490,0,55057,218726
BC,2021-02-23,287950,0,58896,224354
BC,2021-02-24,307840,0,62608,230875
BC,2021-02-25,315440,0,68157,239833
BC,2021-02-26,323540,0,73808,252373
BC,2021-02-27,323540,0,73808,252373
BC,2021-02-28,323540,0,73808,252373
BC,2021-03-01,323840,0,83777,275681
BC,2021-03-02,364020,0,86537,283182
BC,2021-03-03,382740,0,86616,289809
BC,2021-03-04,385080,0,86746,298851
BC,2021-03-05,385080,0,86865,311208
BC,2021-03-06,385080,0,86865,311208
BC,2021-03-07,385080,0,86865,311208
BC,2021-03-08,385080,0,86925,333327
BC,2021-03-09,428370,0,86938,343381
BC,2021-03-10,443580,0,86960,355340
BC,2021-03-11,513920,0,87009,366791
BC,2021-03-12,513920,0,87024,380743
BC,2021-03-13,513920,0,87024,380743
BC,2021-03-14,513920,0,87024,380743
BC,2021-03-15,513920,0,87059,409103
BC,2021-03-16,513920,0,87070,424517
BC,2021-03-17,597070,0,87093,444140
BC,2021-03-18,630860,0,87120,465584
BC,2021-03-19,631160,0,87139,490022
BC,2021-03-20,631160,0,87139,490022
BC,2021-03-21,631160,0,87139,490022
BC,2021-03-22,631160,0,87161,539408
BC,2021-03-23,736460,0,87168,557508
BC,2021-03-24,786770,0,87180,582634
BC,2021-03-25,792620,0,87212,610671
BC,2021-03-26,810220,0,87233,637856
BC,2021-03-27,810220,0,87233,637856
BC,2021-03-28,810220,0,87233,637856
BC,2021-03-29,826620,0,87289,699092
BC,2021-03-30,934260,0,87319,724193
BC,2021-03-31,981060,0,87351,756080
BC,2021-04-01,989250,0,87394,787649
BC,2021-04-02,989250,0,87394,787649
BC,2021-04-03,989250,0,87455,856801
BC,2021-04-04,989250,0,87455,856801
BC,2021-04-05,1289060,0,87472,893590
BC,2021-04-06,1289060,0,87474,912056
BC,2021-04-07,1383830,0,87504,946096
BC,2021-04-08,1403510,0,87564,985001
BC,2021-04-09,1403510,0,87606,1025019
BC,2021-04-10,1403510,0,87606,1025019
BC,2021-04-11,1403510,0,87606,1025019
BC,2021-04-12,1403510,0,87744,1112101
BC,2021-04-13,1498430,0,87785,1148993
BC,2021-04-14,1498430,0,87820,1190832
BC,2021-04-15,1684870,0,87899,1235863
BC,2021-04-16,1684870,0,87970,1282091
BC,2021-04-17,1684870,0,87970,1282091
BC,2021-04-18,1684870,0,87970,1282091
BC,2021-04-19,1696370,0,88151,1380160
BC,2021-04-20,1731470,0,88263,1414644
BC,2021-04-21,1827410,0,88335,1456946
BC,2021-04-22,1834430,0,88475,1500430
BC,2021-04-23,1834430,0,88663,1542066
BC,2021-04-24,1834430,0,88663,1542066
BC,2021-04-25,1834430,0,88663,1542066
BC,2021-04-26,1834430,0,89035,1635372
BC,2021-04-27,1922180,0,89457,1671128
BC,2021-04-28,1967810,0,89725,1705409
BC,2021-04-29,1972490,0,90296,1749375
BC,2021-04-30,2042890,0,90642,1786772
BC,2021-05-01,2042890,0,90642,1786772
BC,2021-05-02,2042890,0,90642,1786772
BC,2021-05-03,2054690,0,91731,1877330
BC,2021-05-04,2243160,0,92244,1910162
BC,2021-05-05,2320280,0,93656,1943230
BC,2021-05-06,2330040,0,95868,1995496
BC,2021-05-07,2329940,0,99461,2042442
BC,2021-05-08,2329940,0,99461,2042442
BC,2021-05-09,2329940,0,99461,2042442
BC,2021-05-10,2442540,0,106058,2159103
BC,2021-05-11,2657520,0,110516,2219856
BC,2021-05-12,2729960,0,115295,2277318
BC,2021-05-13,2740590,0,119691,2335513
BC,2021-05-14,2740490,0,124880,2393265
BC,2021-05-15,2740490,0,124880,2393265
BC,2021-05-16,2740490,0,124880,2393265
BC,2021-05-17,2740490,0,130023,2528398
BC,2021-05-18,2933640,0,131837,2566936
BC,2021-05-19,3092640,0,135246,2632907
BC,2021-05-20,3105610,0,138906,2687360
BC,2021-05-21,3298560,0,142406,2744020
BC,2021-05-22,3298560,0,142406,2744020
BC,2021-05-23,3298560,0,142406,2744020
BC,2021-05-24,3298560,0,147144,2885488
BC,2021-05-25,3499660,0,148580,2927487
BC,2021-05-26,3499560,0,152010,2979951
BC,2021-05-27,3511360,0,156730,3032811
BC,2021-05-28,3511260,0,160885,3106269
BC,2021-05-29,3511260,0,160885,3106269
BC,2021-05-30,3511260,0,160885,3106269
BC,2021-05-31,3530130,0,179954,3250161
BC,2021-06-01,3768620,0,191222,3303334
BC,2021-06-02,3847200,0,208145,3365286
BC,2021-06-03,3857730,0,229585,3426827
BC,2021-06-04,3908330,0,256725,3488884
BC,2021-06-05,3908330,0,256725,3488884
BC,2021-06-06,3908330,0,256725,3488884
BC,2021-06-07,3912030,0,314246,3635795
BC,2021-06-08,4155390,0,345508,3685340
BC,2021-06-09,4229100,0,390264,3749758
BC,2021-06-10,4252730,0,443562,3823103
BC,2021-06-11,4252730,0,497932,3893581
BC,2021-06-12,4252730,0,497932,3893581
BC,2021-06-13,4252730,0,497932,3893581
BC,2021-06-14,4252730,0,613453,4048346
BC,2021-06-15,4364860,0,657491,4102905
BC,2021-06-16,4595710,0,710847,4165142
BC,2021-06-17,4610730,0,768008,4231871
BC,2021-06-18,4613260,0,823371,4296151
BC,2021-06-19,4613260,0,823371,4296151
BC,2021-06-20,4613260,0,823371,4296151
BC,2021-06-21,5005680,0,935401,4436432
BC,2021-06-22,5005680,0,1001192,4511923
BC,2021-06-23,5120060,0,1051910,4570153
BC,2021-06-24,5600080,0,1122024,4652087
BC,2021-06-25,5688580,0,1167117,4703549
BC,2021-06-26,5688580,0,1167117,4703549
BC,2021-06-27,5688580,0,1167117,4703549
BC,2021-06-28,5713860,0,1320194,4886709
BC,2021-06-29,5915520,0,1368464,4941795
BC,2021-06-30,5915520,0,1421506,5002916
BC,2021-07-01,5915520,0,1421506,5002916
BC,2021-07-02,6323880,0,1526711,5124693
BC,2021-07-03,6323880,0,1526711,5124693
BC,2021-07-04,6323880,0,1526711,5124693
BC,2021-07-05,6369390,0,1668268,5288644
BC,2021-07-06,6396230,0,1714394,5340256
BC,2021-07-07,6549810,0,1772595,5404047
BC,2021-07-08,6559520,0,1854387,5497150
BC,2021-07-09,6564850,0,1915919,5565983
BC,2021-07-10,6564850,0,1915919,5565983
BC,2021-07-11,6564850,0,1915919,5565983
BC,2021-07-12,6564850,0,2068450,5741691
BC,2021-07-13,6706420,0,2130031,5805541
BC,2021-07-14,6752050,0,2191315,5872611
BC,2021-07-15,6759070,0,2253818,5942064
BC,2021-07-16,6759070,0,2310888,6004668
BC,2021-07-17,6759070,0,2310888,6004668
BC,2021-07-18,6759070,0,2310888,6004668
BC,2021-07-19,6759070,0,2464201,6173328
BC,2021-07-20,7096200,0,2519686,6233656
BC,2021-07-21,7141660,0,2577909,6297149
BC,2021-07-22,7145170,0,2636377,6361627
BC,2021-07-23,7145170,0,2692024,6422503
BC,2021-07-24,7145170,0,2692024,6422503
BC,2021-07-25,7145170,0,2692024,6422503
BC,2021-07-26,7147680,0,2840194,6584264
BC,2021-07-27,7318330,0,2887730,6637241
BC,2021-07-28,7387360,0,2931128,6685982
BC,2021-07-29,7394550,0,2971793,6732309
BC,2021-07-30,7375480,0,3008360,6774257
BC,2021-07-31,7375480,0,3008360,6774257
BC,2021-08-01,7375480,0,3008360,6774257
BC,2021-08-02,7375480,0,3008360,6774257
BC,2021-08-03,7377990,0,3121311,6902320
BC,2021-08-04,7586200,0,3146669,6931815
BC,2021-08-05,7657480,0,3172287,6965062
BC,2021-08-06,7666480,0,3195128,6993104
BC,2021-08-07,7666480,0,3195128,6993104
BC,2021-08-08,7666480,0,3195128,6993104
BC,2021-08-09,7666480,0,3257931,7067738
BC,2021-08-10,7668390,0,3274116,7087736
BC,2021-08-11,7665880,0,3296603,7114250
BC,2021-08-12,7743100,0,3318751,7141196
BC,2021-08-13,7743100,0,3337348,7164020
BC,2021-08-14,7743100,0,3337348,7164020
BC,2021-08-15,7743100,0,3337348,7164020
BC,2021-08-16,7743100,0,3393049,7230961
BC,2021-08-17,7743100,0,3406546,7248039
BC,2021-08-18,7777600,0,3419832,7265222
BC,2021-08-19,7778200,0,3431103,7280835
BC,2021-08-20,7778200,0,3442163,7296096
BC,2021-08-21,7778200,0,3442163,7296096
BC,2021-08-22,7780710,0,3442163,7296096
BC,2021-08-23,7778200,0,3473215,7336798
BC,2021-08-24,7778200,0,3482876,7351471
BC,2021-08-25,7783000,0,3493119,7369741
BC,2021-08-26,7783000,0,3504402,7390103
BC,2021-08-27,7783000,0,3514485,7408715
BC,2021-08-28,7783000,0,3514485,7408715
BC,2021-08-29,7783000,0,3514485,7408715
BC,2021-08-30,7783000,0,3541731,7453107
BC,2021-08-31,7783000,0,3547751,7463858
BC,2021-09-01,7797040,0,3556961,7479315
BC,2021-09-02,7853200,0,3565148,7494567
BC,2021-09-03,7855710,0,3572841,7509127
BC,2021-09-04,7855710,0,3572841,7509127
BC,2021-09-05,7855710,0,3572841,7509127
BC,2021-09-06,7855710,0,3572841,7509127
BC,2021-09-07,7853200,0,3594929,7545871
BC,2021-09-08,7853200,0,3601169,7557556
BC,2021-09-09,7855710,0,3608067,7570924
BC,2021-09-10,7853200,0,3614503,7583999
BC,2021-09-11,7853200,0,3614503,7583999
BC,2021-09-12,7853200,0,3614503,7583999
BC,2021-09-13,7853200,0,3632547,7618453
BC,2021-09-14,7853200,0,3638404,7630846
BC,2021-09-15,7965960,0,3644716,7643973
BC,2021-09-16,7984260,0,3652033,7658443
BC,2021-09-17,7988560,0,3659495,7675294
BC,2021-09-18,7988560,0,3659495,7675294
BC,2021-09-19,7988560,0,3659495,7675294
BC,2021-09-20,8025050,0,3681324,7711306
BC,2021-09-21,8025050,0,3685799,7725586
BC,2021-09-22,8030650,0,3692922,7739828
BC,2021-09-23,8030650,0,3701696,7756634
BC,2021-09-24,8030650,0,3709554,7771314
BC,2021-09-25,8030650,0,3709554,7771314
BC,2021-09-26,8030650,0,3709554,7771314
BC,2021-09-27,8030650,0,3729606,7802535
BC,2021-09-28,8030650,0,3736540,7812228
BC,2021-09-29,8062130,0,3745457,7831229
BC,2021-09-30,8062130,0,3756363,7846714
BC,2021-10-01,8062130,4756,3761048,7852885
BC,2021-10-02,8062130,4756,3761048,7852885
BC,2021-10-03,8062130,4756,3761048,7852885
BC,2021-10-04,8062130,5156,3782008,7884070
BC,2021-10-05,8109870,5288,3789179,7894975
BC,2021-10-06,8109870,5451,3797462,7908832
BC,2021-10-07,8167150,6288,3804517,7921070
BC,2021-10-08,8174630,11341,3811076,7937214
BC,2021-10-09,8174630,11341,3811076,7937214
BC,2021-10-10,8174630,11341,3811076,7937214
BC,2021-10-11,8174630,11341,3811076,7937214
BC,2021-10-12,8174630,11341,3830063,7978015
BC,2021-10-13,8174630,29204,3837848,7991932
BC,2021-10-14,8233200,36104,3844586,8008858
BC,2021-10-15,8233200,42815,3848689,8025356
BC,2021-10-16,8233200,42815,3848689,8025356
BC,2021-10-17,8233200,42815,3848689,8025356
BC,2021-10-18,8245490,54805,3865096,8060794
BC,2021-10-19,8245490,59854,3870709,8073677
BC,2021-10-20,8245490,65305,3878923,8088342
BC,2021-10-21,8294900,71375,3883585,8103896
BC,2021-10-22,8294900,76896,3891058,8120458
BC,2021-10-23,8294900,76896,3891058,8120458
BC,2021-10-24,8294900,76896,3891058,8120458
BC,2021-10-25,8294900,85925,3912929,8156608
BC,2021-10-26,8294900,90468,3920820,8171179
BC,2021-10-27,8564720,95738,3928397,8186653
BC,2021-10-28,8570570,101131,3933596,8202550
BC,2021-10-29,8593970,101131,3940563,8218844
BC,2021-10-30,8593970,101131,3940563,8218844
BC,2021-10-31,8593970,101131,3940563,8218844
BC,2021-11-01,8593970,119445,3954068,8250566
BC,2021-11-02,8593970,126169,3960804,8263575
BC,2021-11-03,8594270,133958,3965450,8278198
BC,2021-11-04,8644030,143073,3970889,8295846
BC,2021-11-05,8644030,151456,3976133,8311858
BC,2021-11-06,8644030,151456,3976133,8311858
BC,2021-11-07,8644030,151456,3976133,8311858
BC,2021-11-08,8644030,169316,3988941,8346993
BC,2021-11-09,8653370,181975,3992679,8361935
BC,2021-11-10,8699960,191941,4006110,8397798
BC,2021-11-11,8699960,191941,4006110,8397798
BC,2021-11-12,8699960,191941,4006110,8397798
MB,2020-01-25,0,0,0,0
MB,2020-01-26,0,0,0,0
MB,2020-01-27,0,0,0,0
MB,2020-01-28,0,0,0,0
MB,2020-01-29,0,0,0,0
MB,2020-01-30,0,0,0,0
MB,2020-01-31,0,0,0,0
MB,2020-02-01,0,0,0,0
MB,2020-02-02,0,0,0,0
MB,2020-02-03,0,0,0,0
MB,2020-02-04,0,0,0,0
MB,2020-02-05,0,0,0,0
MB,2020-02-06,0,0,0,0
MB,2020-02-07,0,0,0,0
MB,2020-02-08,0,0,0,0
MB,2020-02-09,0,0,0,0
MB,2020-02-10,0,0,0,0
MB,2020-02-11,0,0,0,0
MB,2020-02-12,0,0,0,0
MB,2020-02-13,0,0,0,0
MB,2020-02-14,0,0,0,0
MB,2020-02-15,0,0,0,0
MB,2020-02-16,0,0,0,0
MB,2020-02-17,0,0,0,0
MB,2020-02-18,0,0,0,0
MB,2020-02-19,0,0,0,0
MB,2020-02-20,0,0,0,0
MB,2020-02-21,0,0,0,0
MB,2020-02-22,0,0,0,0
